"OBJECTID","YEAR_","STATE","AGENCY","UNIT_ID","FIRE_NAME","INC_NUM","ALARM_DATE","CONT_DATE","CAUSE","C_METHOD","OBJECTIVE","GIS_ACRES","COMMENTS","COMPLEX_NAME","IRWINID","FIRE_NUM","COMPLEX_ID","DECADES","Shape__Area","Shape__Length"
6066,2006,"CA","CCO","KRN","DEVIL","KRN15092","2006/06/04 00:00:00+00","2006/06/04 00:00:00+00",9,1,1,1090.188,"KRN costs only, excluding straight time costs ","","","00615092","",2000,6713880.7578125,15525.288048198
6069,2006,"CA","USF","TNF","BASSETTS","00001525","2006/09/19 00:00:00+00","2006/10/06 00:00:00+00",9,2,1,2097.263," ","","","00000068","",2000,14327431.5351562,20060.6916945035
6073,2006,"CA","USF","MDF","HIGH","00000242","2006/06/26 00:00:00+00","2006/07/15 00:00:00+00",1,1,1,1053.402,"","HAPPY COMPLEX","","00000009","",2000,7594715.09765625,19499.2423424668
6082,2006,"CA","USF","MDF","SAGE","00000484","2006/07/24 00:00:00+00","2006/07/28 00:00:00+00",1,7,1,4853.658," ","","","00000074","",2000,35270172.4023438,46592.7764770187
6103,2006,"CA","CDF","TUU","COYOTE","00008471","2006/07/20 00:00:00+00","2006/07/21 00:00:00+00",1,7,1,1359.883,"","","","00000154","",2000,8438680.640625,11955.6546987292
6120,2006,"CA","LRA","LNU","ZAM ASSIST","00007271","2006/09/22 00:00:00+00","2006/09/22 00:00:00+00",14,7,1,13968.88,"LRA Fire","","","00010468","",2000,93091415.5585938,63626.0734981087
6124,2006,"CA","CDF","SHU","JUNCTION","00006152","2006/07/29 00:00:00+00","2006/07/31 00:00:00+00",14,1,1,3129.746,"Unknown cost","","","00000310","",2000,22085972.734375,22876.4123794473
6136,2006,"CA","CDF","TCU","PEDRO","00005732","2006/07/03 00:00:00+00","2006/07/05 00:00:00+00",9,2,2,1997.151,"Costs derived from ARC","","","00000419","",2000,12969087.5859375,26726.8535735253
6142,2006,"CA","USF","CNF","SIERRA","00000300","2006/02/06 00:00:00+00","2006/02/22 00:00:00+00",18,7,1,10591.98,"","","","00000008","",2000,62270766.3984375,38913.9925556989
6146,2006,"CA","CDF","VNC","SHEKELL","07003565","2006/12/03 00:00:00+00","2006/12/09 00:00:00+00",14,2,1,13618.09,"","","","07003565","",2000,81000480.15625,64176.9378821809
6154,2006,"CA","USF","BDF","MILLARD","00006773","2006/07/09 00:00:00+00","2006/08/01 00:00:00+00",1,7,1,24218.9,"Perimeter is edgematched with Sawtooth Complex","MILLARD COMPLEX","","00000083","",2000,143151614.652344,103524.875073275
6156,2006,"CA","USF","LPF","BALD","00001442","2006/07/22 00:00:00+00","2006/07/30 00:00:00+00",1,6,1,4321.537,"This complex consisted of the Bald,Morman,Abel, and Horrse fires","BALD COMPLEX","","00000044","",2000,26084733.4335938,22413.0775944304
6159,2006,"CA","CDF","SKU","HOY","00003583","2006/07/26 00:00:00+00","2006/08/01 00:00:00+00",14,1,1,1282.879," I looked at this fire over the NAIP imagery & the USFS perimeter looks better.","","","00003583","",2000,9259363.1640625,17477.3684909806
6160,2006,"CA","USF","CNF","HORSE","00002059","2006/07/23 00:00:00+00","2006/07/29 00:00:00+00",4,7,1,16677.62,"","","","00000055","",2000,95611538.1992188,62505.0088019333
6164,2006,"CA","USF","BDF","EMERALD","00008337","2006/08/29 00:00:00+00","2006/09/04 00:00:00+00",9,7,1,2131.008,"Caused by Target shooting","","","00000159","",2000,12606444.4023438,19782.1985239982
6165,2006,"CA","USF","KNF","UNCLE","00003497","2006/07/23 00:00:00+00","2006/11/13 00:00:00+00",1,7,1,3832.854,"","UNCLES COMPLEX","","00000053","",2000,27593275.3710938,44541.7365557975
6166,2006,"CA","USF","KNF","HANCOCK","00003497","2006/07/24 00:00:00+00","2006/11/13 00:00:00+00",1,7,1,21866.13,"","UNCLES COMPLEX","","00000074","",2000,157530898.378906,127587.634664834
6168,2006,"CA","USF","INF","SAWMILL","00001318","2006/09/14 00:00:00+00","2006/09/23 00:00:00+00",5,2,1,7437.11,"","","","00000053","",2000,48295809.5078125,49241.266841109
6171,2006,"CA","USF","BDF","PINNACLES","00009056","2006/09/19 00:00:00+00","2006/09/25 00:00:00+00",7,7,1,2505.519," ","","","00000185","",2000,14902502.78125,19893.8335329005
6183,2006,"CA","USF","SHF","PIGEON","00002120","2006/09/02 00:00:00+00","2006/10/10 00:00:00+00",9,7,1,35093.77,"","BAR COMPLEX","","00000177","",2000,248348745.183594,112901.400507906
6184,2006,"CA","USF","SHF","BAKE-OVEN","00001693","2006/07/23 00:00:00+00","2006/11/30 00:00:00+00",1,7,1,65050.05," ","BAR COMPLEX","","00000165","",2000,462791672.472656,163417.999969699
6189,2006,"CA","USF","SHF","HOTLUM","00000906","2006/02/24 00:00:00+00","2006/03/04 00:00:00+00",5,2,1,3023.023,"Looked at this perimeter w/ NAIP imagery & it's hard to tell which is correct.","","","00000002","",2000,21834863.4765625,36525.5889945291
6200,2006,"CA","USF","KNF","RUSH","00003497","2006/07/24 00:00:00+00","2006/08/23 00:00:00+00",1,7,1,4872.309,"","UNCLES COMPLEX","","00000059","",2000,34782440.84375,38555.9780105149
6201,2006,"CA","USF","KNF","TITUS","00003536","2006/07/23 00:00:00+00","2006/09/30 00:00:00+00",1,7,1,6075.601,"","HAPPY CAMP COMPLEX","","00000041","",2000,44016067.2460938,38729.7180379964
6214,2006,"CA","USF","PNF","BOULDER","00000371","2006/06/25 00:00:00+00","2006/07/12 00:00:00+00",1,1,1,2919.262,"","BOULDER COMPLEX","","00000033","",2000,20270507.1875,35120.1137247752
6215,2006,"CA","USF","MNF","HUNTER","00000894","2006/07/24 00:00:00+00","2006/09/07 00:00:00+00",1,2,1,16234.27,"The East end (Grindstone RD) was managed under the Kingsley Complex ","KINGSLEY COMPLEX","","00000015","",2000,110996552.722656,69410.4920050058
6216,2006,"CA","USF","MNF","YOLLA BOLLY COMPLEX","00000705","2006/06/26 00:00:00+00","2006/11/27 00:00:00+00",1,7,2,1246.917,"WFU","YOLLA BOLLY COMPLEX","","00000005","",2000,8622442.12109375,12449.4211745139
6218,2006,"CA","USF","SQF","MAGGIE","00210006","2006/07/09 00:00:00+00","2006/12/11 00:00:00+00",1,1,2,2097.887," ","","","00000018","",2000,13091276.6132812,24822.0444525485
6219,2006,"CA","USF","SQF","TAMARACK WFU","00210606","2006/07/09 00:00:00+00","2006/12/11 00:00:00+00",1,1,2,4655.902," ","","","00000019","",2000,29088391.0898438,27986.4919436204
6220,2006,"CA","USF","SQF","BRODER/BECK WFU","00002511","2006/07/26 00:00:00+00","2006/09/29 00:00:00+00",1,1,2,3492.245,"Broder and Beck WFU fires became Broder/Beck WFU.  Used Broder Local Number.","","","00000065","",2000,21717669.8828125,37059.7864765568
6221,2006,"CA","USF","SRF","SOMES","00000997","2006/07/24 00:00:00+00","2006/10/18 00:00:00+00",1,7,1,15506.2,"","ORLEANS COMPLEX","","00000027","",2000,111400036,52242.4947283482
6229,2006,"CA","USF","LPF","DAY","00002023","2006/09/04 00:00:00+00","2006/10/30 00:00:00+00",5,2,1,161815.7," ","","","00000064","",2000,969148753.015625,281247.961413518
6237,2006,"CA","CDF","RRU","ESPERANZA","00091190","2006/10/26 00:00:00+00","2006/10/30 00:00:00+00",7,2,1,40176.8," ","","","00000210","",2000,236391525.214844,99589.1897991873
6242,2006,"CA","CDF","SCU","MIDWAY","00004345","2006/07/11 00:00:00+00","2006/07/12 00:00:00+00",11,1,1,5540.274,"","","","00000171","",2000,35865266.4140625,35357.4380328685
6243,2006,"CA","CDF","SCU","DEL PUERTO","00004033","2006/06/30 00:00:00+00","2006/07/05 00:00:00+00",5,8,1,2592.979,"","","","00000132","",2000,16678979.1289062,21010.0335323243
6244,2006,"CA","CDF","SCU","CANYON","00004303","2006/07/09 00:00:00+00","2006/08/01 00:00:00+00",14,2,1,34217.52,"","","","00000163","",2000,219535930.582031,100096.06496306
6252,2006,"CA","NPS","JTP","PUSHWALLA","00006692","2006/07/07 00:00:00+00","2006/07/13 00:00:00+00",1,8,1,2194.778,"","BAER EAST COMPLEX","","00006692","",2000,12919265.5976562,22660.8346581379
6264,2006,"CA","NPS","DVP","BUTTE 2","00006001","2006/07/05 00:00:00+00","2006/07/06 00:00:00+00",1,2,1,2035.224," ","","","","",2000,12607742.75,18834.0495212118
6267,2006,"CA","NPS","DVP","CALICO","00006004","2006/07/24 00:00:00+00","2006/08/04 00:00:00+00",1,2,1,9278.413," ","","","","",2000,57508151.7460938,48013.9909601518
6281,2005,"CA","CDF","BDU","PIONEER","00006148","2005/06/19 00:00:00+00","2005/06/20 00:00:00+00",14,2,1,1877.539,"","","","00006148","",2000,11128952.59375,18247.7455704811
6288,2005,"CA","BLM","CDD","CHINA LAKE","0000B031","2005/07/18 00:00:00+00","2005/07/24 00:00:00+00",16,2,1,10357.57,"","","","0000B031","",2000,64054324.7109375,47317.3828510392
6311,2005,"CA","CDF","TGU","MANTON","00005384","2005/08/26 00:00:00+00","2005/08/29 00:00:00+00",5,3,1,1822.23,"","","","00000113","",2000,12747049.3203125,22577.323861295
6313,2005,"CA","CDF","TGU","36","00004980","2005/08/10 00:00:00+00","2005/08/11 00:00:00+00",4,7,1,2875.871,"","","","00000095","",2000,20033991.0234375,24694.1941726694
6331,2005,"CA","CCO","ORC","YORBA LINDA","00041267","2005/07/05 00:00:00+00","2005/07/08 00:00:00+00",8,1,1,1078.504,"","","","00041267","",2000,6354590.140625,18434.9199353315
6337,2005,"CA","CDF","MMU","BAILEY","00011965","2005/07/02 00:00:00+00","2005/07/02 00:00:00+00",14,1,1,1024.539,"","","","00000199","",2000,6561777.609375,12730.0691549815
6342,2005,"CA","CDF","MMU","COWPIE","00014337","2005/08/01 00:00:00+00","2005/08/01 00:00:00+00",9,6,1,4983.383,"","","","00000256","",2000,31524398.7773438,34865.6169618761
6380,2005,"CA","CDF","RRU","SAN TIMOTEO","00081558","2005/09/28 00:00:00+00","2005/09/28 00:00:00+00",2,2,1,1014.641,"","","","00001534","",2000,5985910.87109375,12615.7316408458
6384,2005,"CA","CDF","RRU","WOODHOUSE","00083672","2005/10/05 00:00:00+00","2005/10/07 00:00:00+00",6,2,1,6532.973,"","","","00001573","",2000,38524675.375,32174.2754341296
6385,2005,"CA","BIA","RRU","SOBOBA","00052091","2005/06/22 00:00:00+00","2005/06/24 00:00:00+00",9,2,1,2076.458,"","","","00000901","",2000,12205233.8476562,20389.9532032713
6411,2005,"CA","CDF","MVU","BORDER#50","00008488","2005/10/05 00:00:00+00","2005/10/05 00:00:00+00",9,1,1,3862.903,"","","","00000861","",2000,22076590.0585938,32141.4807180568
6419,2005,"CA","CDF","FKU","FIVE","00006116","2005/06/04 00:00:00+00","2005/06/05 00:00:00+00",1,8,1,2371.546,"","","","00000070","",2000,14875927.9453125,19475.2563487943
6434,2005,"CA","CDF","SCU","TESLA","00002920","2005/07/19 00:00:00+00","2005/07/20 00:00:00+00",7,2,1,6440.356,"","","","00000171","",2000,41658928.0703125,50941.3589608279
6455,2005,"CA","CDF","BEU","JOHNSON FIRE","00003316","2005/09/04 00:00:00+00","2005/09/04 00:00:00+00",2,2,1,1383.122,"","","","00000309","",2000,8687953.42578125,19972.5295844813
6464,2005,"CA","CDF","TUU","MILLWOOD","00007505","2005/07/07 00:00:00+00","2005/07/07 00:00:00+00",14,8,1,2901.62,"","","","00000103","",2000,18215480.78125,17609.6284738775
6479,2005,"CA","CCO","KRN","PINE","05026521","2005/09/21 00:00:00+00","2005/09/21 00:00:00+00",1,7,1,1814.477,"","","","05026521","",2000,11114043.2617188,22009.1949519645
6482,2005,"CA","CCO","VNC","SCHOOL INCIDENT","05101786","2005/11/18 00:00:00+00","2005/11/21 00:00:00+00",11,2,1,3892.234,"","","","00000000","",2000,23141776.3125,24957.7514053286
6489,2005,"CA","USF","BDF","BLAISDELL","00000000","2005/08/31 00:00:00+00","2005/08/31 00:00:00+00",4,7,1,5491.788,"","","","00000122","",2000,32318015.6210938,30958.7494046554
6494,2005,"CA","USF","MNF","DEER","00000000","2005/08/09 00:00:00+00","2005/08/18 00:00:00+00",2,2,1,1719.767,"","","","00000007","",2000,11661987.890625,23325.5440921139
6503,2005,"CA","USF","SQF","NINE","00000000","2005/07/09 00:00:00+00","2005/07/10 00:00:00+00",9,1,1,1149.692,"","","","00000023","",2000,7068933.59375,18620.489346145
6506,2005,"CA","USF","SQF","CRAG","00000000","2005/07/24 00:00:00+00","2005/10/15 00:00:00+00",1,1,1,1185.201,"","","","00000031","",2000,7363465.41015625,31210.5776566175
6508,2005,"CA","USF","KNF","WOOLEY","00000000","2005/09/20 00:00:00+00","2005/09/21 00:00:00+00",1,7,1,3224.143,"","","","00000062","",2000,23272082.265625,32578.1912811279
6528,2005,"CA","USF","TNF","HARDING","00000000","2005/08/24 00:00:00+00","2005/08/27 00:00:00+00",9,2,1,2265.666,"","","","00000038","",2000,15478708.2695312,23433.027624964
6532,2005,"CA","CCO","LAC","TOPANGA","00208724","2005/09/28 00:00:00+00","2005/10/10 00:00:00+00",14,8,1,23396.39,"","","","00000000","",2000,138815034.363281,168301.368837307
6533,2005,"CA","CDF","BDU","PARADISE","00006312","2005/06/22 00:00:00+00","2005/06/25 00:00:00+00",14,1,1,3081.726,"","","","00000140","",2000,18212327.1054688,40194.4507130017
6543,2005,"CA","CCO","LAC","GORMAN","00189367","2005/09/03 00:00:00+00","2005/09/06 00:00:00+00",14,8,1,2515.941,"","","","00000000","",2000,15139227.9453125,25755.7111390024
6546,2005,"CA","CCO","LAC","MUNZ","00134919","2005/06/27 00:00:00+00","2005/06/28 00:00:00+00",7,8,1,1183.535,"","","","00000000","",2000,7101765.7265625,22936.3675586531
6551,2005,"CA","NPS","MNP","KINGSTON","0000B1NY","2005/07/22 00:00:00+00","2005/07/24 00:00:00+00",1,2,1,3334.858,"","","","0000B1NY","",2000,20564097.6757812,33587.1300744087
6552,2005,"CA","NPS","KNP","COMB","00000015","2005/07/22 00:00:00+00","2005/12/01 00:00:00+00",1,2,2,9756.467,"","","","00000015","",2000,61730955.859375,68042.1122212248
6555,2005,"CA","NPS","LNP","HORSESHOE","00003767","2005/09/09 00:00:00+00","2005/11/29 00:00:00+00",1,1,2,1526.73,"","","","00003767","",2000,10691812.5,18570.4911551406
6562,2005,"CA","NPS","YNP","WAPAMA WFU","00004276","2005/09/26 00:00:00+00","2005/11/04 00:00:00+00",1,2,2,1057.319,"","WAPAMA COMPLEX","","00004276","",2000,6897572.75390625,13819.7696032056
6564,2005,"CA","NPS","DVP","TOWNES","00000001","2005/07/28 00:00:00+00","2005/07/29 00:00:00+00",1,1,1,1004.886,"","","","00000001","",2000,6297600.77734375,9495.50506213688
6566,2005,"CA","NPS","MNP","WILDHORSE","00006392","2005/06/22 00:00:00+00","2005/07/07 00:00:00+00",1,8,1,63771.41,"6/28/2005 perimeter date","HACKBERRY COMPLEX","","6392","",2000,386564775.121094,183958.092195878
6567,2005,"CA","NPS","MNP","HACKBERRY","00006375","2005/06/22 00:00:00+00","2005/07/07 00:00:00+00",1,8,1,7157.852,"","HACKBERRY COMPLEX","","6375","",2000,43330573.7890625,44018.9017324858
6578,2004,"CA","CDF","RRU","PLEASURE","00032913","2004/04/25 00:00:00+00","2004/04/26 00:00:00+00",14,8,1,2456.282,"","","","00000611","",2000,14332722.7109375,17752.737429058
6579,2004,"CA","CDF","RRU","VERBENIA","00055439","2004/07/11 00:00:00+00","2004/07/16 00:00:00+00",14,NA,1,3831.371,"","","","00001164","",2000,22551929.5664062,23281.5152887739
6583,2004,"CA","CCO","SBC","CACHUMA","00000015","2004/05/03 00:00:00+00","2004/05/12 00:00:00+00",1,6,1,1115.115,"","","","00000015","",2000,6696180.28125,12107.6130643843
6584,2004,"CA","CCO","SBC","GAVIOTA","00004032","2004/06/05 00:00:00+00","2004/06/12 00:00:00+00",1,6,1,7197.67,"","","","00004032","",2000,42975152.2773438,38604.1401781102
6588,2004,"CA","CCO","LAC","FOOTHILL","00146068","2004/07/17 00:00:00+00","2004/07/25 00:00:00+00",7,6,1,5969.518,"","","","00146068","",2000,35544462.125,48433.9643936273
6589,2004,"CA","USF","ANF","CROWN","00000000","2004/07/21 00:00:00+00","2004/07/25 00:00:00+00",2,8,1,11754.27,"","","","00000092","",2000,70129064.5078125,70154.7386715553
6591,2004,"CA","CCO","LAC","PINE","00142168","2004/07/12 00:00:00+00","2004/07/23 00:00:00+00",9,6,1,16271.65,"","","","00142168","",2000,97749222.6523438,111607.95097265
6592,2004,"CA","CDF","RRU","CERRITO","00035517","2004/05/03 00:00:00+00","2004/05/07 00:00:00+00",8,8,1,16447.4,"","","","00000681","",2000,96549302.9414062,86449.6394260883
6594,2004,"CA","CDF","RRU","EAGLE","00035190","2004/05/02 00:00:00+00","2004/05/07 00:00:00+00",14,8,1,8946.074,"","","","00000666","",2000,52179524.921875,61593.2321416169
6614,2004,"CA","USF","ENF","FREDS","00000000","2004/10/13 00:00:00+00","2004/10/17 00:00:00+00",2,2,1,7557.607,"","","","00000111","",2000,50410483.2109375,46266.7233958091
6615,2004,"CA","USF","ENF","POWER","00000000","2004/10/06 00:00:00+00","2004/10/21 00:00:00+00",2,2,1,16983.07,"","","","00000109","",2000,112390413.796875,83759.3115597563
6617,2004,"NV","USF","HTF","GATES COMPLEX","A5TO","","",NA,NA,NA,8905.459,"","GATES COMPLEX","","A5TO","",2000,59175787.6953125,47873.7177013863
6619,2004,"CA","USF","SQF","DEEP","00000000","2004/08/12 00:00:00+00","2004/08/17 00:00:00+00",9,2,1,3143.901,"","","","00000052","",2000,19564946.9648438,25777.0544269592
6647,2004,"CA","CDF","RRU","COTTONWOOD","00038418","2004/05/12 00:00:00+00","2004/05/15 00:00:00+00",3,8,1,1819.376,"","","","00000763","",2000,10737144.8828125,15058.3324178559
6650,2004,"CA","USF","SRF","SIMS","00000000","2004/07/27 00:00:00+00","2004/08/15 00:00:00+00",2,2,1,4035.917,"","","","00000039","",2000,28447570.0390625,30815.3960398893
6661,2004,"CA","CDF","SCU","KINCAID","00004410","2004/08/08 00:00:00+00","2004/08/15 00:00:00+00",9,1,1,1224.859,"","","","00000281","",2000,7872115.2890625,14971.3541941661
6665,2004,"CA","CDF","FKU","GATOS","00008513","2004/07/11 00:00:00+00","2004/07/13 00:00:00+00",11,6,1,1144.838,"","","","00000118","",2000,7136634.76171875,11201.1993266507
6670,2004,"CA","CDF","TUU","FRAZIER","00004886","2004/05/07 00:00:00+00","",14,8,1,1563.704,"","","","00000000","",2000,9747854.46484375,17465.3803225037
6671,2004,"CA","CDF","LNU","RUMSEY","00007867","2004/10/10 00:00:00+00","2004/10/17 00:00:00+00",7,7,1,38763.02,"","","","00000694","",2000,258341947.652344,131221.327760214
6674,2004,"CA","CDF","LNU","GEYSERS","00006644","2004/09/03 00:00:00+00","2004/09/15 00:00:00+00",2,2,1,12244.4,"","","","00000694","",2000,81535204.2695312,56090.0776331238
6676,2004,"CA","CDF","LNU","CEMENT","00006675","2004/09/04 00:00:00+00","2004/09/04 00:00:00+00",14,6,1,1006.852,"","","","00000552","",2000,6626744.8203125,13039.5060675694
6699,2004,"CA","USF","ANF","EAST","00000000","2004/08/07 00:00:00+00","2004/08/11 00:00:00+00",2,8,1,1336.938,"","","","00000113","",2000,8003584.1875,16153.9663403139
6714,2004,"CA","CDF","BTU","OREGON","00009671","2004/08/11 00:00:00+00","2004/08/15 00:00:00+00",12,2,1,1954.706,"","","","00000423","",2000,13339967.53125,18086.5159793665
6727,2004,"CA","CDF","MMU","OLD HWY/MPUD 149","00017290","2004/09/12 00:00:00+00","2004/09/15 00:00:00+00",7,7,1,1334.791,"","","","00000359","",2000,8593991.66796875,18580.5065508636
6733,2004,"CA","CDF","MVU","MATAGUAY","00005659","2004/07/13 00:00:00+00","2004/07/15 00:00:00+00",7,5,1,8762.283,"","","","00000588","",2000,50803804.0703125,39170.4635149437
6736,2004,"CA","CDF","TCU","COOPER","00006440","2004/08/06 00:00:00+00","2004/08/09 00:00:00+00",10,2,1,3445.314,"","","","00000662","",2000,22439578.1054688,35270.1524334529
6741,2004,"CA","CDF","TCU","PATTISON","00007413","2004/09/03 00:00:00+00","2004/09/05 00:00:00+00",10,2,1,2483.137,"","","","00000761","",2000,16285696.3007812,44804.9326028254
6744,2004,"CA","CDF","SKU","IRONGATE","00003140","2004/07/24 00:00:00+00","2004/07/28 00:00:00+00",1,2,1,2241.977,"","","","00000272","",2000,16415040.7851562,23331.800868445
6752,2004,"CA","CDF","LMU","STRAYLOR","00002537","2004/07/22 00:00:00+00","2004/07/29 00:00:00+00",7,8,1,3292.83,"","","","00002537","",2000,23295358.7460938,38750.6124466945
6764,2004,"CA","USF","BDF","RUNWAY","00000000","2004/09/07 00:00:00+00","",2,2,1,1194.047,"","","","00000177","",2000,7107184.31640625,24471.0989520454
6786,2004,"CA","CDF","SHU","FRENCH","00006398","2004/08/14 00:00:00+00","2004/08/16 00:00:00+00",14,7,1,12675.35,"","","","00000385","",2000,89364505.2070312,57865.5952416071
6787,2004,"CA","CDF","SHU","BEAR","00006278","2004/08/11 00:00:00+00","2004/09/05 00:00:00+00",2,7,1,10441.72,"","","","00000367","",2000,73631029.6875,77943.2283854275
6821,2004,"CA","BLM","BBD","DANA","00000000","2004/06/25 00:00:00+00","2004/07/01 00:00:00+00",1,7,1,3161.477,"","","","0000A51G","",2000,20976931.3515625,27955.9075879339
6830,2004,"CA","CDF","RRU","MELTON","00000000","2004/07/17 00:00:00+00","2004/07/20 00:00:00+00",1,7,1,3693.234,"","","","00001221","",2000,21603870.3125,26739.1140069279
6832,2004,"CA","USF","STF","EARLY","","2004/08/09 00:00:00+00","2004/10/26 00:00:00+00",9,2,1,1724.758,"20090305","","","00000049","",2000,11224188.4101562,15413.0523995044
6834,2004,"CA","FWS","SJR","PELICAN","","2004/07/19 00:00:00+00","2004/07/28 00:00:00+00",7,4,NA,1459.002,"A8KU Previous year.  UNIT ID: SJR","","","A8KU","",2000,9428547.0078125,18848.8754179658
6836,2004,"CA","NPS","YNP","MEADOW WFU","00001962","2004/06/30 00:00:00+00","2004/07/30 00:00:00+00",1,7,2,5031.157," ","","","00001962","",2000,32556446.59375,39567.1071745657
6844,2004,"CA","NPS","LNP","BLUFF","","2004/06/28 00:00:00+00","2004/10/20 00:00:00+00",1,7,2,3414.027,"","","","04-10","",2000,23924770.203125,28965.2466643207
6846,2004,"CA","NPS","YNP","HETCHY","00004243","2004/10/15 00:00:00+00","2004/10/18 00:00:00+00",7,4,1,1936.11,"","","","00004243","",2000,12626861.5546875,25379.7698693567
6852,2003,"CA","USF","LPF","PIRU","00000000","2003/10/23 00:00:00+00","2003/10/31 00:00:00+00",2,8,1,63726.41,"","","","00000038","",2000,380445240.972656,121405.910679914
6854,2003,"CA","USF","BDF","OLD","00000000","2003/10/25 00:00:00+00","2003/11/15 00:00:00+00",7,8,1,91428,"","","","00000147","",2000,542604557.914062,218778.177759435
6858,2003,"CA","USF","MDF","ACKLEY","00000000","2003/07/26 00:00:00+00","2003/07/30 00:00:00+00",1,8,1,9599.021,"","","","00000057","",2000,69834940.8515625,52434.0764362619
6866,2003,"CA","CDF","MMU","I5","00011084","2003/06/30 00:00:00+00","2003/06/30 00:00:00+00",18,2,1,1120.83,"","","","00000207","",2000,7102007.2890625,14338.6167279975
6877,2003,"CA","USF","TNF","CHILCOOT","00000000","2003/07/20 00:00:00+00","2003/07/21 00:00:00+00",1,NA,1,5641.614,"Containment 'fire_day' estimated","","","00000031","",2000,38674171.3320312,42939.3406270894
6881,2003,"CA","USF","SQF","COONEY","00000000","2003/07/31 00:00:00+00","2003/12/15 00:00:00+00",1,6,1,1928.406,"","","","00000079","",2000,12053988.6875,18647.9986982159
6882,2003,"CA","USF","SQF","ALBANITA","00000000","2003/09/03 00:00:00+00","2003/11/25 00:00:00+00",1,6,1,2222.646,"","","","00000109","",2000,13814303.7265625,30618.4266322604
6883,2003,"CA","USF","SQF","HOOKER","00000000","2003/09/03 00:00:00+00","2003/11/25 00:00:00+00",1,6,1,2375.668,"","","","00000105","",2000,14761410.4453125,28997.4959476226
6885,2003,"CA","USF","INF","SUMMIT","00000000","2003/08/25 00:00:00+00","2003/12/31 00:00:00+00",1,2,1,4761.22,"","","","00000052","",2000,29667120.1914062,40921.5809839535
6894,2003,"CA","USF","CNF"," ","","","",14,8,NA,2713.938,"","","","","",2000,15772591.1757812,16731.2945299311
6895,2003,"CA","CCO","VNC","SIMI FIRE","03080724","2003/10/25 00:00:00+00","",14,NA,1,107570.4,"","","","03080724","",2000,639998035.847656,262024.542064622
6897,2003,"CA","CDF","SLU","PARKHILL","00005133","2003/07/20 00:00:00+00","2003/07/22 00:00:00+00",10,7,1,1196.853,"","","","00000262","",2000,7308808.46875,15496.1787848024
6899,2003,"CA","CDF","SLU","CHIMNEY","00005785","2003/08/10 00:00:00+00","2003/08/12 00:00:00+00",10,7,1,1109.835,"","","","00000319","",2000,6716206.09375,12418.3292919307
6903,2003,"CA","CDF","RRU","STAGE","00050865","2003/07/04 00:00:00+00","2003/07/06 00:00:00+00",2,8,1,1570.543,"","","","00001096","",2000,9194288.7265625,16428.0309556408
6905,2003,"CA","CDF","RRU","CANYON","00056869","2003/07/25 00:00:00+00","2003/07/29 00:00:00+00",14,8,2,4302.1,"","","","00001290","",2000,25277949.9921875,29834.3254182718
6906,2003,"CA","CDF","RRU","LOCUST","00063401","2003/08/18 00:00:00+00","2003/08/22 00:00:00+00",14,8,1,1898.781,"","","","00001456","",2000,11203726,19089.7002849819
6909,2003,"CA","CDF","RRU","PASS","00081407","2003/10/21 00:00:00+00","2003/10/25 00:00:00+00",7,8,1,2455.806,"","","","00001895","",2000,14495162.3867188,26159.8445043992
6910,2003,"CA","CDF","RRU","MOUNTAIN","00082809","2003/10/26 00:00:00+00","2003/11/08 00:00:00+00",14,8,1,10331.39,"","","","00001946","",2000,60428056.921875,42803.3817910775
6922,2003,"CA","USF","INF","DEXTER","00000000","2003/09/02 00:00:00+00","2003/10/13 00:00:00+00",1,2,1,2459.745,"","","","00000060","",2000,15979012.0859375,27134.1939286141
6929,2003,"CA","CDF","SHU","WHITMORE","00011176","2003/10/27 00:00:00+00","2003/10/28 00:00:00+00",5,7,1,1004.413,"","","","00011176","",2000,7064563.12890625,16634.6978392635
6930,2003,"CA","USF","CNF","COYOTE","00000000","2003/07/16 00:00:00+00","2003/07/23 00:00:00+00",1,8,1,18704.78,"","","","00000039","",2000,108866890.21875,68679.7045757766
6934,2003,"CA","CCO","KRN","CALIENTE","00030619","2003/06/17 00:00:00+00","2003/06/17 00:00:00+00",1,8,1,1223.017,"","","","00030619","",2000,7449200.38671875,13068.390448916
6935,2003,"CA","CCO","KRN","TEJON","00033259","2003/06/30 00:00:00+00","2003/06/30 00:00:00+00",2,8,1,1198.594,"","","","00033259","",2000,7219566.0078125,16892.0245219531
6938,2003,"CA","CCO","KRN","GRAPEVINE","00038533","2003/07/20 00:00:00+00","2003/07/20 00:00:00+00",10,8,1,1830.501,"","","","00038533","",2000,11038969.9804688,20614.9619857984
6946,2003,"CA","CDF","MMU","152","00009901","2003/06/16 00:00:00+00","2003/06/16 00:00:00+00",9,6,1,1507.272,"","","","00000166","",2000,9605252.39453125,20248.6582242671
6952,2003,"CA","USF","MNF","HAPPY CAMP","00000000","2003/09/03 00:00:00+00","2003/09/15 00:00:00+00",1,2,1,1482.127,"","GRINDSTONE COMPLEX","","00000061","",2000,10097265.546875,19684.1400610438
6954,2003,"CA","USF","MNF","DEAFY","00000000","2003/09/03 00:00:00+00","2003/09/12 00:00:00+00",1,2,1,4782.021,"","GRINDSTONE COMPLEX","","00000066","",2000,32548617.1289062,32766.9146134369
